id,url,name,description,owner,owner_type,owner_image_url,created_at,updated_at,homepage_url,repo_size_kb,license,num_stars,num_forks,is_fork,topics,is_archived,default_branch,main_language,has_projects,has_wiki,has_pages,has_discussions,has_issues,info_url
12133281,https://github.com/jtleek/talks,talks,Slides from presentations,jtleek,User,https://avatars.githubusercontent.com/u/1571674?v=4,2013-08-15T11:52:51Z,2023-11-24T17:27:06Z,,23141,Other,14,6,False,[],False,master,,True,True,False,False,True,https://api.github.com/repos/jtleek/talks
5505772,https://github.com/samindaa/RLLib,RLLib,"C++ Template Library to Predict, Control,  Learn Behaviors, and Represent Learnable Knowledge using On/Off Policy Reinforcement Learning",samindaa,User,https://avatars.githubusercontent.com/u/2194560?v=4,2012-08-22T06:55:58Z,2023-12-13T02:54:24Z,http://web.cs.miami.edu/home/saminda/rllib.html,8536,,192,49,False,[],False,master,C++,True,True,False,False,True,https://api.github.com/repos/samindaa/RLLib
92450100,https://github.com/meleksomai/Awesome-Digital-Global-Health,Awesome-Digital-Global-Health,A curated list of awesome Digital Global Health resources and software.,meleksomai,User,https://avatars.githubusercontent.com/u/1846037?v=4,2017-05-25T22:38:32Z,2024-02-02T11:31:45Z,,7,Creative Commons Zero v1.0 Universal,18,4,False,"['awesome-list', 'ehealth', 'ehr', 'global-health', 'mhealth']",False,master,,True,True,False,False,True,https://api.github.com/repos/meleksomai/Awesome-Digital-Global-Health
249884240,https://github.com/huaiyutian/COVID-19_TCM-50d_China,COVID-19_TCM-50d_China,Code for: An investigation of transmission control measures during the first 50 days of the COVID-19 epidemic in China,huaiyutian,User,https://avatars.githubusercontent.com/u/62628811?v=4,2020-03-25T04:08:47Z,2023-05-30T03:01:30Z,,5639,MIT License,22,8,False,[],False,master,MATLAB,True,True,False,False,True,https://api.github.com/repos/huaiyutian/COVID-19_TCM-50d_China
145991721,https://github.com/henryaj/awesome-effective-altruism,awesome-effective-altruism,A curated list of resources on how to do the most good,henryaj,User,https://avatars.githubusercontent.com/u/1193856?v=4,2018-08-24T12:58:03Z,2023-01-17T20:00:10Z,https://effectivealtruism.rocks,42,Creative Commons Zero v1.0 Universal,16,4,False,[],False,master,HTML,True,False,True,False,True,https://api.github.com/repos/henryaj/awesome-effective-altruism
261293155,https://github.com/ALMLGR/ALMLGR.github.io,ALMLGR.github.io,Public Health Interventions and Economic Growth,ALMLGR,Organization,https://avatars.githubusercontent.com/u/64809430?v=4,2020-05-04T20:52:53Z,2021-09-14T03:51:58Z,,15746,,6,1,False,[],False,master,R,True,True,True,False,True,https://api.github.com/repos/ALMLGR/ALMLGR.github.io
373233006,https://github.com/sw1989/RLforPAUL,RLforPAUL,,sw1989,User,https://avatars.githubusercontent.com/u/5511304?v=4,2021-06-02T16:21:18Z,2023-06-07T09:20:00Z,,29,,5,0,False,[],False,main,Python,True,True,False,False,True,https://api.github.com/repos/sw1989/RLforPAUL
250645381,https://github.com/sarahleavitt/covid19-interventions,covid19-interventions,,sarahleavitt,User,https://avatars.githubusercontent.com/u/15643254?v=4,2020-03-27T20:53:18Z,2020-04-16T18:57:35Z,,446,,0,2,False,[],False,master,,True,True,False,False,False,https://api.github.com/repos/sarahleavitt/covid19-interventions
460196464,https://github.com/branrez/ML-class-project,ML-class-project,,branrez,User,https://avatars.githubusercontent.com/u/82220454?v=4,2022-02-16T22:17:58Z,2022-02-16T20:54:00Z,,1,,0,2,False,[],False,main,,True,True,False,False,False,https://api.github.com/repos/branrez/ML-class-project
257617889,https://github.com/keyajoshi/Pan_response,Pan_response,,keyajoshi,User,https://avatars.githubusercontent.com/u/25312097?v=4,2020-04-21T14:14:02Z,2020-05-25T00:28:23Z,,350,,9,0,False,[],False,master,,True,True,False,False,True,https://api.github.com/repos/keyajoshi/Pan_response
494844738,https://github.com/ErvinPicardal19/Palengtech,Palengtech,PALENGTECH E-COMMERCE APP,ErvinPicardal19,User,https://avatars.githubusercontent.com/u/57935150?v=4,2022-05-21T17:02:04Z,2022-05-25T15:02:49Z,,47040,,1,2,False,[],False,main,JavaScript,True,True,False,False,True,https://api.github.com/repos/ErvinPicardal19/Palengtech
