id,url,name,description,owner,owner_type,owner_image_url,created_at,updated_at,homepage_url,repo_size_kb,license,num_stars,num_forks,is_fork,topics,is_archived,default_branch,main_language,has_projects,has_wiki,has_pages,has_discussions,has_issues,info_url
116725340,https://github.com/jruwaard/aph_ema_handbook,aph_ema_handbook,EMA in Mental Health Research,jruwaard,User,https://avatars.githubusercontent.com/u/13779286?v=4,2018-01-08T20:37:49Z,2023-06-14T21:39:25Z,https://jruwaard.github.io/aph_ema_handbook/,158578,Other,10,2,False,"['book', 'bookdown', 'ema', 'r']",False,master,TeX,False,False,True,False,True,https://api.github.com/repos/jruwaard/aph_ema_handbook
220461050,https://github.com/kharrigian/mental-health-datasets,mental-health-datasets,An evolving list of electronic media data sets used to model mental-health status.,kharrigian,User,https://avatars.githubusercontent.com/u/19613976?v=4,2019-11-08T12:19:00Z,2024-03-12T16:20:39Z,,5475,,323,61,False,[],False,master,Python,True,True,False,False,True,https://api.github.com/repos/kharrigian/mental-health-datasets
151069390,https://github.com/cozie-app/cozie,cozie,Cozie Fitbit Smart Watch Clockface for Quick Surveys,cozie-app,Organization,https://avatars.githubusercontent.com/u/72175379?v=4,2018-10-01T10:11:35Z,2023-05-01T00:23:37Z,https://cozie.app/,8777,GNU Lesser General Public License v3.0,13,13,False,"['clockface', 'cozie', 'fitbit']",False,master,JavaScript,True,True,True,True,True,https://api.github.com/repos/cozie-app/cozie
116512952,https://github.com/eldinidle/ActiPro,ActiPro,R package used to process files created by ActiGraph Link ActiLife  ,eldinidle,User,https://avatars.githubusercontent.com/u/7453608?v=4,2018-01-06T20:21:37Z,2023-12-29T11:13:35Z,,66046,GNU General Public License v3.0,2,6,False,[],False,master,R,True,True,False,False,True,https://api.github.com/repos/eldinidle/ActiPro
534682125,https://github.com/zakerl/Capstone_Project,Capstone_Project,,zakerl,User,https://avatars.githubusercontent.com/u/54828711?v=4,2022-09-09T14:42:44Z,2023-04-17T15:17:50Z,,92827,MIT License,2,3,False,[],False,main,Python,True,True,False,False,True,https://api.github.com/repos/zakerl/Capstone_Project
215261553,https://github.com/wviechtb/esmpack,esmpack,R package to facilitate the preparation and management of ESM/EMA data,wviechtb,User,https://avatars.githubusercontent.com/u/4922252?v=4,2019-10-15T09:39:25Z,2023-05-30T10:43:44Z,,201,,4,2,False,"['r', 'r-package']",False,master,R,False,False,True,False,True,https://api.github.com/repos/wviechtb/esmpack
43215032,https://github.com/MD2Korg/mCerebrum-EMA,mCerebrum-EMA,,MD2Korg,Organization,https://avatars.githubusercontent.com/u/7998840?v=4,2015-09-26T17:19:17Z,2019-11-19T19:03:23Z,,561,"BSD 2-Clause ""Simplified"" License",4,3,False,"['android', 'mcerebrum']",False,master,Java,True,False,False,False,False,https://api.github.com/repos/MD2Korg/mCerebrum-EMA
294197084,https://github.com/buds-lab/build2vec-thermal-comfort,build2vec-thermal-comfort,code for Build2Vec 1.0 reproducibility,buds-lab,Organization,https://avatars.githubusercontent.com/u/26264086?v=4,2020-09-09T18:31:50Z,2023-12-20T08:25:32Z,,2547,,12,1,False,[],False,master,Jupyter Notebook,True,True,False,False,True,https://api.github.com/repos/buds-lab/build2vec-thermal-comfort
48529466,https://github.com/gemu2015/iDialogPad,iDialogPad,EMA App for IOS,gemu2015,User,https://avatars.githubusercontent.com/u/11647075?v=4,2015-12-24T06:48:38Z,2020-11-28T07:50:00Z,,311685,,0,2,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/gemu2015/iDialogPad
174307685,https://github.com/frycast/studentlife,studentlife,Tidy handling and navigation of the valuable Student-Life mHealth dataset,frycast,User,https://avatars.githubusercontent.com/u/20966023?v=4,2019-03-07T08:55:06Z,2024-02-18T10:29:49Z,http://studentlife.cs.dartmouth.edu/,1049,GNU General Public License v3.0,14,8,False,[],False,master,R,True,True,False,False,True,https://api.github.com/repos/frycast/studentlife
