id,url,name,description,owner,owner_type,owner_image_url,created_at,updated_at,homepage_url,repo_size_kb,license,num_stars,num_forks,is_fork,topics,is_archived,default_branch,main_language,has_projects,has_wiki,has_pages,has_discussions,has_issues,info_url
164405805,https://github.com/bitzj2015/DRL-Networking,DRL-Networking,Research on incentive mechanism design in mobile crowdsensing and mobile edge computing by deep reinforcement learning approaches.,bitzj2015,User,https://avatars.githubusercontent.com/u/20329256?v=4,2019-01-07T09:04:35Z,2024-03-04T13:20:42Z,,485,,105,28,False,[],False,master,Python,True,True,False,False,True,https://api.github.com/repos/bitzj2015/DRL-Networking
79408118,https://github.com/wangleye/dp-sparse-mcs,dp-sparse-mcs,code for 'Differential Location Privacy for Sparse Mobile Crowdsensing' at ICDM'16,wangleye,User,https://avatars.githubusercontent.com/u/2674870?v=4,2017-01-19T02:44:22Z,2024-02-01T10:05:18Z,,23215,GNU General Public License v3.0,40,14,False,[],False,master,Python,True,True,False,False,True,https://api.github.com/repos/wangleye/dp-sparse-mcs
151692263,https://github.com/cph-cachet/carp.sensing-flutter,carp.sensing-flutter,"CARP Mobile Sensing for Flutter, including mobile sensing framework, data backend support, and the CARP mobile sensing app.",cph-cachet,Organization,https://avatars.githubusercontent.com/u/34303488?v=4,2018-10-05T08:31:40Z,2024-01-17T23:31:18Z,,28337,MIT License,75,27,False,"['carp', 'flutter', 'flutter-plugins', 'mobile', 'sensing', 'ubicomp', 'wearable']",False,main,Dart,False,True,False,True,True,https://api.github.com/repos/cph-cachet/carp.sensing-flutter
101236992,https://github.com/flow-project/flow,flow,Computational framework for reinforcement learning in traffic control,flow-project,Organization,https://avatars.githubusercontent.com/u/42452919?v=4,2017-08-24T00:36:03Z,2024-03-07T21:29:31Z,,283835,MIT License,1011,363,False,"['autonomous', 'benchmark', 'reinforcement-learning', 'sumo', 'traffic-control', 'vehicle-control']",False,master,Python,True,True,False,False,True,https://api.github.com/repos/flow-project/flow
96050368,https://github.com/yscacaca/DeepSense,DeepSense,Deepsense: a unified deep learning framework for time-series mobile sensing data processing.,yscacaca,User,https://avatars.githubusercontent.com/u/8153322?v=4,2017-07-02T21:38:33Z,2023-12-06T01:48:04Z,,6348,,194,70,False,[],False,master,Python,True,True,False,False,True,https://api.github.com/repos/yscacaca/DeepSense
26280126,https://github.com/predictive-technology-laboratory/sensus,sensus,A Cross-Platform System for Mobile Sensing,predictive-technology-laboratory,Organization,https://avatars.githubusercontent.com/u/7767826?v=4,2014-11-06T16:58:33Z,2023-06-03T00:36:06Z,http://predictive-technology-laboratory.github.io/sensus,162455,Apache License 2.0,37,39,False,"['android', 'ios', 'mobile-sensing']",False,develop,C#,True,False,True,False,True,https://api.github.com/repos/predictive-technology-laboratory/sensus
261376028,https://github.com/refrain-AM/PPTD,PPTD,PPTD 相关论文实现,refrain-AM,User,https://avatars.githubusercontent.com/u/25193117?v=4,2020-05-05T06:12:50Z,2023-07-19T01:48:15Z,,9105,,3,5,False,[],False,master,Python,True,True,False,False,True,https://api.github.com/repos/refrain-AM/PPTD
491748749,https://github.com/BIT-MCS/e-Divert,e-Divert,[TMC 2021] Distributed and Energy-Efficient Mobile Crowdsensing with Charging Stations by Deep Reinforcement Learning,BIT-MCS,Organization,https://avatars.githubusercontent.com/u/105273508?v=4,2022-05-13T03:51:07Z,2024-01-03T08:48:49Z,,73,MIT License,18,3,False,[],False,main,Python,True,True,False,False,True,https://api.github.com/repos/BIT-MCS/e-Divert
23683929,https://github.com/SensingKit/SensingKit-Android,SensingKit-Android,An Android framework that provides Mobile Sensing functionality to your apps.,SensingKit,Organization,https://avatars.githubusercontent.com/u/8134497?v=4,2014-09-05T00:08:03Z,2023-10-02T17:46:41Z,https://www.sensingkit.org,817,GNU Lesser General Public License v3.0,89,37,False,"['android', 'android-library', 'mobile-sensing', 'sensingkit', 'sensor', 'sensor-data']",False,master,Java,True,False,False,False,True,https://api.github.com/repos/SensingKit/SensingKit-Android
278546756,https://github.com/glab2019/MADDPG-Based-MCS,MADDPG-Based-MCS,,glab2019,User,https://avatars.githubusercontent.com/u/68053201?v=4,2020-07-10T05:30:14Z,2023-11-25T13:07:32Z,,17,MIT License,10,1,False,[],False,master,Python,True,True,False,False,True,https://api.github.com/repos/glab2019/MADDPG-Based-MCS
23683904,https://github.com/SensingKit/SensingKit-iOS,SensingKit-iOS,An iOS framework that provides Mobile Sensing functionality to your apps.,SensingKit,Organization,https://avatars.githubusercontent.com/u/8134497?v=4,2014-09-05T00:07:07Z,2024-02-26T19:28:20Z,https://www.sensingkit.org,572,GNU Lesser General Public License v3.0,106,25,False,"['ios', 'ios-library', 'mobile-sensing', 'sensingkit', 'sensor', 'sensor-data']",False,master,Objective-C,True,False,False,False,True,https://api.github.com/repos/SensingKit/SensingKit-iOS
160700978,https://github.com/cph-cachet/research.package,research.package,A Flutter package implementing support for surveys like ResearchStack and ResearchKit,cph-cachet,Organization,https://avatars.githubusercontent.com/u/34303488?v=4,2018-12-06T16:21:34Z,2024-01-24T15:21:40Z,,63410,MIT License,50,40,False,"['consent', 'flutter', 'flutter-package', 'researchkit', 'researchstack', 'survey']",False,master,Dart,True,True,True,False,True,https://api.github.com/repos/cph-cachet/research.package
175534501,https://github.com/timmers/awesome-federated-learning,awesome-federated-learning,A curated list of resources dedicated to federated learning.,timmers,User,https://avatars.githubusercontent.com/u/276111?v=4,2019-03-14T02:34:11Z,2023-10-11T08:15:58Z,,12,,99,24,False,[],False,master,,True,True,False,False,True,https://api.github.com/repos/timmers/awesome-federated-learning
262424540,https://github.com/luspr/awesome-ml-courses,awesome-ml-courses,Awesome free machine learning and AI courses with video lectures.,luspr,User,https://avatars.githubusercontent.com/u/16510614?v=4,2020-05-08T20:41:59Z,2024-03-12T12:53:33Z,,39,,2545,266,False,"['ai-courses', 'artificial-intelligence', 'deep-learning', 'machine-learning', 'reinforcement-learning']",False,master,,True,True,False,False,True,https://api.github.com/repos/luspr/awesome-ml-courses
96291554,https://github.com/yscacaca/HHAR-Data-Process,HHAR-Data-Process,"Code for data processing used for the experiment in paper ""Deepsense: a unified deep learning framework for time-series mobile sensing data processing""",yscacaca,User,https://avatars.githubusercontent.com/u/8153322?v=4,2017-07-05T07:44:44Z,2023-12-06T01:49:18Z,,5,,28,17,False,[],False,master,Python,True,True,False,False,True,https://api.github.com/repos/yscacaca/HHAR-Data-Process
409885334,https://github.com/SpartanBin/mobile_crowd_sensing,mobile_crowd_sensing,Use multi-agent ReinForcement Learning on mobile crowd sensing.,SpartanBin,User,https://avatars.githubusercontent.com/u/41893117?v=4,2021-09-24T08:12:31Z,2023-12-24T09:33:25Z,,3037,,8,2,False,[],False,main,Python,True,True,False,False,True,https://api.github.com/repos/SpartanBin/mobile_crowd_sensing
491751030,https://github.com/BIT-MCS/GCRL-min-AoI,GCRL-min-AoI,[INFOCOM 2022] AoI-minimal UAV Crowdsensing by Model-based Graph Convolutional Reinforcement Learning,BIT-MCS,Organization,https://avatars.githubusercontent.com/u/105273508?v=4,2022-05-13T04:02:26Z,2024-03-06T08:00:19Z,,5014,MIT License,41,6,False,[],False,main,Python,True,True,False,False,True,https://api.github.com/repos/BIT-MCS/GCRL-min-AoI
356753677,https://github.com/zhlu007/GoCC,GoCC,Multiple Cooperative Task Allocation on Group-oriented Cooperative Crowdsensing,zhlu007,User,https://avatars.githubusercontent.com/u/48824075?v=4,2021-04-11T03:06:23Z,2024-02-27T06:04:24Z,,7571,,17,7,False,[],False,master,MATLAB,True,True,False,False,True,https://api.github.com/repos/zhlu007/GoCC
491750100,https://github.com/BIT-MCS/DRL-eFresh,DRL-eFresh,[TMC 2023] Delay-Sensitive Energy-Efficient UAV Crowdsensing by Deep Reinforcement Learning,BIT-MCS,Organization,https://avatars.githubusercontent.com/u/105273508?v=4,2022-05-13T03:57:26Z,2024-03-05T07:12:59Z,,73,MIT License,34,3,False,[],False,main,Python,True,True,False,False,True,https://api.github.com/repos/BIT-MCS/DRL-eFresh
41937751,https://github.com/funf-org/funf-core-android,funf-core-android,Funf Open Sensing Framework for Android,funf-org,Organization,https://avatars.githubusercontent.com/u/14131953?v=4,2015-09-04T21:06:48Z,2023-12-25T13:06:12Z,,1644,,91,54,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/funf-org/funf-core-android
491750833,https://github.com/BIT-MCS/DRL-freshMCS,DRL-freshMCS,[INFOCOM 2021] Mobile Crowdsensing for Data Freshness: A Deep Reinforcement Learning Approach,BIT-MCS,Organization,https://avatars.githubusercontent.com/u/105273508?v=4,2022-05-13T04:01:25Z,2024-01-03T08:35:47Z,,266,MIT License,10,2,False,[],False,main,Python,True,True,False,False,True,https://api.github.com/repos/BIT-MCS/DRL-freshMCS
