id,url,name,description,owner,owner_type,owner_image_url,created_at,updated_at,homepage_url,repo_size_kb,license,num_stars,num_forks,is_fork,topics,is_archived,default_branch,main_language,has_projects,has_wiki,has_pages,has_discussions,has_issues,info_url
120765021,https://github.com/punit-agarwal/MedBlockchain,MedBlockchain,List of all the papers that are published in Blockchain and is related to Healthcare and Medical Platforms,punit-agarwal,User,https://avatars.githubusercontent.com/u/25201562?v=4,2018-02-08T13:30:13Z,2023-03-08T00:18:36Z,,1395,,16,16,False,[],False,master,,True,True,True,False,True,https://api.github.com/repos/punit-agarwal/MedBlockchain
89001821,https://github.com/smart-on-fhir/sample-patients-prom,sample-patients-prom,"Provisional Quarterly Patient Reported Outcome Measures (PROMs) in England - April 2015 to March 2016, November 2016 release",smart-on-fhir,Organization,https://avatars.githubusercontent.com/u/7401080?v=4,2017-04-21T16:09:22Z,2021-10-31T14:48:55Z,,742,Other,5,3,False,[],False,master,JavaScript,True,True,False,False,True,https://api.github.com/repos/smart-on-fhir/sample-patients-prom
242818471,https://github.com/aihack20/nhs_challenge,nhs_challenge,Improving Quality of Life Challenge and Data,aihack20,User,https://avatars.githubusercontent.com/u/61330352?v=4,2020-02-24T19:02:34Z,2023-04-22T20:42:34Z,https://aihack.org/,10,,2,4,False,[],False,master,Jupyter Notebook,True,True,False,False,True,https://api.github.com/repos/aihack20/nhs_challenge
337288282,https://github.com/SarahHindawi/PatientExperienceTracker,PatientExperienceTracker,,SarahHindawi,User,https://avatars.githubusercontent.com/u/43095633?v=4,2021-02-09T04:06:41Z,2021-07-28T18:55:27Z,,1265,,1,3,False,[],False,master,Blade,True,True,False,False,True,https://api.github.com/repos/SarahHindawi/PatientExperienceTracker
718181463,https://github.com/i-dair-tech/eprom,eprom,Electronic Patient Reported Outcome Measures,i-dair-tech,Organization,https://avatars.githubusercontent.com/u/112644325?v=4,2023-11-13T14:52:51Z,2023-11-20T10:53:38Z,,12001,MIT License,0,0,False,[],False,main,Java,True,False,False,False,True,https://api.github.com/repos/i-dair-tech/eprom
174592042,https://github.com/choi-phd/PROsetta,PROsetta,,choi-phd,User,https://avatars.githubusercontent.com/u/44212658?v=4,2019-03-08T18:53:55Z,2023-01-31T17:12:51Z,,9856,,1,2,False,[],False,main,R,False,False,True,False,True,https://api.github.com/repos/choi-phd/PROsetta
260414478,https://github.com/HDRUK/datasets,datasets,HDR UK Gateway Datasets,HDRUK,Organization,https://avatars.githubusercontent.com/u/49986494?v=4,2020-05-01T08:44:15Z,2023-11-10T10:44:57Z,,3685478,Apache License 2.0,19,7,False,"['datasets', 'hdruk']",False,master,Python,True,True,False,False,True,https://api.github.com/repos/HDRUK/datasets
635291922,https://github.com/Quillox/nhs_proms,nhs_proms,Exploratory Data Analysis of Patient Reported Outcome Measures from National Health Service data,Quillox,User,https://avatars.githubusercontent.com/u/66525998?v=4,2023-05-02T11:38:35Z,2023-05-02T12:01:26Z,,3452,GNU General Public License v3.0,0,0,False,[],False,main,Jupyter Notebook,True,True,False,False,True,https://api.github.com/repos/Quillox/nhs_proms
538513035,https://github.com/AnderMerketegi/PatientReportedOutcome,PatientReportedOutcome,,AnderMerketegi,User,https://avatars.githubusercontent.com/u/61316451?v=4,2022-09-19T13:21:17Z,2022-09-19T13:21:17Z,,3551,,0,0,False,[],False,main,,True,True,False,False,True,https://api.github.com/repos/AnderMerketegi/PatientReportedOutcome
61918573,https://github.com/raybaser/FACTscorer,FACTscorer,Scores the FACT and FACIT Family of Patient-Reported Outcome Measures,raybaser,User,https://avatars.githubusercontent.com/u/19917897?v=4,2016-06-24T23:54:19Z,2022-03-11T09:53:27Z,,200,Other,1,0,False,[],False,master,R,True,True,False,False,True,https://api.github.com/repos/raybaser/FACTscorer
30416630,https://github.com/eribul/promir,promir,Package for summary statistics for Patient-reported Outcome Measures: the improvement ratio,eribul,User,https://avatars.githubusercontent.com/u/7790927?v=4,2015-02-06T14:43:37Z,2023-01-28T14:45:05Z,,156,,0,0,False,[],True,master,R,True,True,False,False,True,https://api.github.com/repos/eribul/promir
691942282,https://github.com/JEWoudstraDeJong/VRproms,VRproms,"Research project where we are developing patient-reported outcome measures (PROMs) for vitreoretinal (VR) eye conditions at the Rotterdam Eye Hospital, the Netherlands",JEWoudstraDeJong,User,https://avatars.githubusercontent.com/u/145106303?v=4,2023-09-15T08:08:25Z,2023-09-15T08:08:44Z,,14,GNU General Public License v3.0,0,0,False,[],False,main,,True,True,False,False,True,https://api.github.com/repos/JEWoudstraDeJong/VRproms
336233211,https://github.com/mhmatthall/mhmatthall,mhmatthall,,mhmatthall,User,https://avatars.githubusercontent.com/u/42594962?v=4,2021-02-05T10:06:03Z,2022-07-03T13:59:15Z,,106,,0,0,False,[],False,main,,True,True,False,False,True,https://api.github.com/repos/mhmatthall/mhmatthall
397633291,https://github.com/trans-Gaines/trans-Gaines,trans-Gaines,Config files for my GitHub profile.,trans-Gaines,User,https://avatars.githubusercontent.com/u/89147376?v=4,2021-08-18T14:38:11Z,2021-08-18T18:24:05Z,https://github.com/trans-Gaines,3,,0,0,False,"['config', 'github-config']",False,main,,True,False,False,False,False,https://api.github.com/repos/trans-Gaines/trans-Gaines
410161343,https://github.com/nithiink/cancer_app,cancer_app,,nithiink,User,https://avatars.githubusercontent.com/u/63850216?v=4,2021-09-25T03:05:57Z,2021-12-26T07:10:48Z,,49988,,0,2,False,[],False,master,Dart,True,True,False,False,True,https://api.github.com/repos/nithiink/cancer_app
688494558,https://github.com/Kuanliao1016/ePROM-based-prediction-model-NSCLC-immunotherapy,ePROM-based-prediction-model-NSCLC-immunotherapy,,Kuanliao1016,User,https://avatars.githubusercontent.com/u/61463206?v=4,2023-09-07T13:12:46Z,2023-09-18T09:27:51Z,,24,,0,0,False,[],False,main,R,True,True,False,False,True,https://api.github.com/repos/Kuanliao1016/ePROM-based-prediction-model-NSCLC-immunotherapy
255370052,https://github.com/Lawrencerichards/promenade-prototype,promenade-prototype,Prototypes for the promenade project,Lawrencerichards,User,https://avatars.githubusercontent.com/u/32686602?v=4,2020-04-13T15:43:20Z,2020-05-23T19:28:53Z,https://promenade-prototype.herokuapp.com/,4535,MIT License,0,0,False,[],False,master,HTML,True,True,False,False,True,https://api.github.com/repos/Lawrencerichards/promenade-prototype
169910357,https://github.com/NIASC/PROM_PREM_Collector_App,PROM_PREM_Collector_App,This is an application designed to collect PROM (patient reported outcome measures) and PREM (patient reported experience measures) ,NIASC,Organization,https://avatars.githubusercontent.com/u/19169631?v=4,2019-02-09T20:28:27Z,2019-02-09T20:32:21Z,,25070,GNU General Public License v3.0,0,0,False,[],False,android_master,Java,True,True,False,False,True,https://api.github.com/repos/NIASC/PROM_PREM_Collector_App
745131476,https://github.com/LMch123/michl4,michl4,PROMsQuest,LMch123,User,https://avatars.githubusercontent.com/u/135703558?v=4,2024-01-18T17:48:06Z,2024-01-18T17:50:40Z,,1709,MIT License,0,0,False,[],False,main,Vue,True,True,False,False,True,https://api.github.com/repos/LMch123/michl4
483628770,https://github.com/shirazsabah/proms-over-time,proms-over-time,Trends in primary hip and knee replacement PROMs from 2013-14 to 2019-20,shirazsabah,User,https://avatars.githubusercontent.com/u/68498257?v=4,2022-04-20T11:35:51Z,2022-04-20T11:52:20Z,,19,MIT License,0,0,False,[],False,main,R,True,True,False,False,True,https://api.github.com/repos/shirazsabah/proms-over-time
737413374,https://github.com/amittkatz/PROMs,PROMs,final project,amittkatz,User,https://avatars.githubusercontent.com/u/112955369?v=4,2023-12-30T23:59:14Z,2023-12-31T00:23:16Z,,2303,,0,0,False,[],False,main,Jupyter Notebook,True,False,False,False,True,https://api.github.com/repos/amittkatz/PROMs
388123881,https://github.com/cyplessen/cyplessen,cyplessen,,cyplessen,User,https://avatars.githubusercontent.com/u/34313394?v=4,2021-07-21T13:21:58Z,2022-10-09T10:59:12Z,,6,,0,0,False,[],False,main,,True,True,False,False,True,https://api.github.com/repos/cyplessen/cyplessen
127135526,https://github.com/raheelsayeed/AssessmentCenter-py,AssessmentCenter-py,Python API Wrapper for AssessmentCenter,raheelsayeed,User,https://avatars.githubusercontent.com/u/7281949?v=4,2018-03-28T12:17:29Z,2018-05-17T19:52:20Z,,10,,0,0,False,[],False,master,Python,True,True,False,False,True,https://api.github.com/repos/raheelsayeed/AssessmentCenter-py
470896517,https://github.com/debcanmul/PU5558_ML-Healthcare-Assessment,PU5558_ML-Healthcare-Assessment,,debcanmul,User,https://avatars.githubusercontent.com/u/92580454?v=4,2022-03-17T07:52:10Z,2023-01-04T12:50:10Z,,1898,,0,0,False,[],False,main,,True,True,False,False,True,https://api.github.com/repos/debcanmul/PU5558_ML-Healthcare-Assessment
93759012,https://github.com/NIASC/PROM_PREM_Collector,PROM_PREM_Collector,This is an application designed to collect PROM (patient reported outcome measures) and PREM (patient reported experience measures),NIASC,Organization,https://avatars.githubusercontent.com/u/19169631?v=4,2017-06-08T14:28:27Z,2018-08-24T09:42:02Z,,25087,GNU General Public License v3.0,0,0,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/NIASC/PROM_PREM_Collector
