id,url,name,description,owner,owner_type,owner_image_url,created_at,updated_at,homepage_url,repo_size_kb,license,num_stars,num_forks,is_fork,topics,is_archived,default_branch,main_language,has_projects,has_wiki,has_pages,has_discussions,has_issues,info_url
235574406,https://github.com/Raze97/Telegram-Survey-Bot,Telegram-Survey-Bot,A Telegram bot to conduct your ambulatory assessment study by sending surveys to participants' smartphones.,Raze97,User,https://avatars.githubusercontent.com/u/28644346?v=4,2020-01-22T13:00:55Z,2024-01-05T16:00:49Z,https://raze97.github.io/Telegram-Survey-Bot/,82,GNU General Public License v3.0,12,3,False,"['ambulatory-assessment-study', 'survey-bot', 'telegram-bot', 'telegram-survey-bot']",False,master,Python,True,True,True,False,True,https://api.github.com/repos/Raze97/Telegram-Survey-Bot
11092882,https://github.com/movisens/AndroidCognitiveTestBattery,AndroidCognitiveTestBattery,Android cognitive test battery,movisens,Organization,https://avatars.githubusercontent.com/u/4164388?v=4,2013-07-01T11:28:22Z,2023-07-28T17:37:59Z,,500,,5,3,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/movisens/AndroidCognitiveTestBattery
232819974,https://github.com/b3008/executable_HTML,executable_HTML,Custom Elements for Ambulatory Assessment Protocols,b3008,User,https://avatars.githubusercontent.com/u/59694887?v=4,2020-01-09T13:50:13Z,2022-01-03T10:01:47Z,,10054,"BSD 3-Clause ""New"" or ""Revised"" License",1,2,False,[],False,master,JavaScript,True,True,True,False,True,https://api.github.com/repos/b3008/executable_HTML
38068430,https://github.com/JStumpp/awesome-ambulatory-assessment,awesome-ambulatory-assessment,A curated list of awesome tools and resources for the research method of ambulatory assessment. This includes the experience sampling method (ESM) and ecological momentary assessment (EMA).,JStumpp,User,https://avatars.githubusercontent.com/u/4624747?v=4,2015-06-25T19:06:45Z,2020-01-21T10:28:24Z,,101,,1,1,False,[],False,master,,True,True,False,False,True,https://api.github.com/repos/JStumpp/awesome-ambulatory-assessment
79481178,https://github.com/sonvvvvolt/psych-world,psych-world,ambulatory assessment projects,sonvvvvolt,User,https://avatars.githubusercontent.com/u/25229603?v=4,2017-01-19T18:15:59Z,2017-01-19T18:15:59Z,,0,,0,0,False,[],False,master,,True,True,False,False,True,https://api.github.com/repos/sonvvvvolt/psych-world
354663576,https://github.com/jup014/HealthBehavior_ArticleSummary,HealthBehavior_ArticleSummary,,jup014,User,https://avatars.githubusercontent.com/u/76829735?v=4,2021-04-04T23:00:57Z,2021-12-29T03:54:25Z,,95,,0,0,False,[],False,main,,True,True,True,False,True,https://api.github.com/repos/jup014/HealthBehavior_ArticleSummary
653493917,https://github.com/yuninze/pub,pub,,yuninze,User,https://avatars.githubusercontent.com/u/95619109?v=4,2023-06-14T06:59:24Z,2023-06-20T08:54:17Z,,13286,,0,0,False,[],False,main,Jupyter Notebook,True,True,False,False,True,https://api.github.com/repos/yuninze/pub
648093849,https://github.com/YongZhangYZ/poster_SAA2023,poster_SAA2023,"Materials relevant to my poster presentation ""Sample size planning for person-specific temporal network models in N=1 studies"" at the 2023 Conference of Society of Ambulatory Assessment ",YongZhangYZ,User,https://avatars.githubusercontent.com/u/111506632?v=4,2023-06-01T07:38:19Z,2023-06-06T15:50:24Z,,1068,,1,0,False,[],False,main,,True,True,False,False,True,https://api.github.com/repos/YongZhangYZ/poster_SAA2023
323757075,https://github.com/katie-hoemann/granularityIncrease,granularityIncrease,,katie-hoemann,User,https://avatars.githubusercontent.com/u/49452392?v=4,2020-12-22T23:42:06Z,2022-04-26T13:58:07Z,,2173,,0,0,False,[],False,main,MATLAB,True,True,False,False,True,https://api.github.com/repos/katie-hoemann/granularityIncrease
695726552,https://github.com/ijapesigan/lib-ecologicalMomentaryAssessment,lib-ecologicalMomentaryAssessment,,ijapesigan,User,https://avatars.githubusercontent.com/u/137515526?v=4,2023-09-24T02:57:59Z,2023-09-24T03:00:36Z,,616,,0,0,False,[],False,main,TeX,True,True,True,False,True,https://api.github.com/repos/ijapesigan/lib-ecologicalMomentaryAssessment
78471438,https://github.com/hbisheng/EmotionLog,EmotionLog,A research tool for ambulatory assessment,hbisheng,User,https://avatars.githubusercontent.com/u/10695461?v=4,2017-01-09T21:38:43Z,2017-01-09T21:38:43Z,,2011,,0,0,False,[],False,master,,True,True,False,False,True,https://api.github.com/repos/hbisheng/EmotionLog
304284183,https://github.com/b3008/executable_html_docs,executable_html_docs,Documentation for executable HTML and experience sampling/ambulatory assessment components,b3008,User,https://avatars.githubusercontent.com/u/59694887?v=4,2020-10-15T10:03:02Z,2020-11-15T14:25:13Z,,359,Apache License 2.0,0,0,False,[],False,main,HTML,True,True,False,False,True,https://api.github.com/repos/b3008/executable_html_docs
210023062,https://github.com/matthewvowels1/Awesome_ML_for_mental_health,Awesome_ML_for_mental_health,"A curated list of awesome work on machine learning for mental health applications. Includes topics broadly captured by affective computing. Facial expressions, speech analysis, emotion prediction, depression, interactions, psychiatry etc. etc.",matthewvowels1,User,https://avatars.githubusercontent.com/u/39740855?v=4,2019-09-21T17:03:48Z,2024-02-20T16:03:58Z,,18,,107,21,False,[],False,master,,True,True,False,False,True,https://api.github.com/repos/matthewvowels1/Awesome_ML_for_mental_health
45065359,https://github.com/ps793/preclean,preclean,,ps793,User,https://avatars.githubusercontent.com/u/10718934?v=4,2015-10-27T19:39:16Z,2015-10-27T19:39:25Z,,8596,,0,0,False,[],False,master,Matlab,True,True,False,False,True,https://api.github.com/repos/ps793/preclean
590536152,https://github.com/SimonStuber/mlMS,mlMS,,SimonStuber,User,https://avatars.githubusercontent.com/u/11269398?v=4,2023-01-18T16:33:27Z,2023-05-27T08:56:15Z,,41917,"BSD 3-Clause ""New"" or ""Revised"" License",0,0,False,[],False,main,R,True,False,False,False,False,https://api.github.com/repos/SimonStuber/mlMS
181018241,https://github.com/dan-heaton/MSc_indiv_project,MSc_indiv_project,,dan-heaton,User,https://avatars.githubusercontent.com/u/34506763?v=4,2019-04-12T13:54:40Z,2021-01-18T12:57:35Z,,245054,,1,0,False,[],False,master,TeX,True,True,False,False,True,https://api.github.com/repos/dan-heaton/MSc_indiv_project
667133032,https://github.com/ijapesigan/lib-2010-2019-article,lib-2010-2019-article,,ijapesigan,User,https://avatars.githubusercontent.com/u/137515526?v=4,2023-07-16T18:41:28Z,2023-07-21T17:29:28Z,,7833,,0,0,False,[],False,main,TeX,True,True,True,False,True,https://api.github.com/repos/ijapesigan/lib-2010-2019-article
51519017,https://github.com/gunnihinn/aglocl,aglocl,An automatically generated list of curated lists,gunnihinn,User,https://avatars.githubusercontent.com/u/6123958?v=4,2016-02-11T14:13:39Z,2017-06-16T14:28:09Z,,35,"BSD 3-Clause ""New"" or ""Revised"" License",4,0,False,[],False,master,Python,True,True,False,False,True,https://api.github.com/repos/gunnihinn/aglocl
