id,url,name,description,owner,owner_type,owner_image_url,created_at,updated_at,homepage_url,repo_size_kb,license,num_stars,num_forks,is_fork,topics,is_archived,default_branch,main_language,has_projects,has_wiki,has_pages,has_discussions,has_issues,info_url
633816128,https://github.com/kaist-dmlab/CrossMatch,CrossMatch,"Implementation of the paper ""Context Consistency Regularization for Label Sparsity in Time Series"" (ICML'23)",kaist-dmlab,Organization,https://avatars.githubusercontent.com/u/35129840?v=4,2023-04-28T10:47:02Z,2024-01-16T05:22:01Z,,5989,MIT License,19,17,False,[],False,main,Python,True,True,False,False,True,https://api.github.com/repos/kaist-dmlab/CrossMatch
613128825,https://github.com/spakowiczlab/mhealth-iit,mhealth-iit,R Shiny app to support the use of mobile health data in academic clinical trials. This tool enables one to obtain consent to share user's FitBit data with the research team.,spakowiczlab,Organization,https://avatars.githubusercontent.com/u/51428801?v=4,2023-03-13T00:07:46Z,2023-03-13T00:34:30Z,,11,MIT License,0,0,False,[],False,main,R,True,True,False,False,True,https://api.github.com/repos/spakowiczlab/mhealth-iit
686500133,https://github.com/ahmadfadhil2/SLR-Workshop-2,SLR-Workshop-2,SLR Workshop 3rd Sep,ahmadfadhil2,User,https://avatars.githubusercontent.com/u/143914911?v=4,2023-09-03T01:56:21Z,2023-09-03T01:56:22Z,,12,,0,0,False,[],False,main,,True,True,False,False,True,https://api.github.com/repos/ahmadfadhil2/SLR-Workshop-2
719855746,https://github.com/gpostill/Datathon5,Datathon5,,gpostill,User,https://avatars.githubusercontent.com/u/139237476?v=4,2023-11-17T03:23:19Z,2023-11-17T03:26:12Z,,854,,0,0,False,[],False,main,Jupyter Notebook,True,True,False,False,True,https://api.github.com/repos/gpostill/Datathon5
624920187,https://github.com/james-obidiegwu/Mobile-Health-Apps-Usage-Project,Mobile-Health-Apps-Usage-Project,To identify factors that mhealth app users consider before selecting an app and to predict the selection and rating of app ,james-obidiegwu,User,https://avatars.githubusercontent.com/u/92642808?v=4,2023-04-07T15:34:55Z,2023-04-07T15:36:58Z,,1495,,0,0,False,[],False,main,Jupyter Notebook,True,True,False,False,True,https://api.github.com/repos/james-obidiegwu/Mobile-Health-Apps-Usage-Project
754633972,https://github.com/YesaswiniVellaboina/final-project,final-project,Patient-Centered Mobile Health (mHealth) App,YesaswiniVellaboina,User,https://avatars.githubusercontent.com/u/112435706?v=4,2024-02-08T13:21:33Z,2024-02-21T16:20:35Z,,7980,,0,0,False,[],False,main,JavaScript,True,True,False,False,True,https://api.github.com/repos/YesaswiniVellaboina/final-project
637960760,https://github.com/Parth-Jain-2002/Deep-CNN-LSTM-for-HAR,Deep-CNN-LSTM-for-HAR,Deep CNN-LSTM With Self-Attention Model for Human Activity Recognition Using Wearable Sensor,Parth-Jain-2002,User,https://avatars.githubusercontent.com/u/72060359?v=4,2023-05-08T19:31:11Z,2023-11-04T13:47:43Z,,1538,,2,2,False,[],False,main,Jupyter Notebook,True,True,False,False,True,https://api.github.com/repos/Parth-Jain-2002/Deep-CNN-LSTM-for-HAR
667855876,https://github.com/kssmp/Human_Activity_Recognition_LSTM,Human_Activity_Recognition_LSTM,"This project focuses on predicting user activities based on their device interactions, which has various applications in everyday life.",kssmp,User,https://avatars.githubusercontent.com/u/115448106?v=4,2023-07-18T13:03:49Z,2023-07-31T08:04:34Z,,1171,,0,2,False,"['cnn-for-visual-recognition', 'lstm']",False,main,Jupyter Notebook,True,True,False,False,True,https://api.github.com/repos/kssmp/Human_Activity_Recognition_LSTM
758736477,https://github.com/asifhaider/Biomed-Datathon-2024,Biomed-Datathon-2024,Third place winning solution notebooks and presentation slide by team Cookie Monsters from CSE-BUET for Biomed Datathon 2024 hosted by BME-BUET,asifhaider,User,https://avatars.githubusercontent.com/u/52860097?v=4,2024-02-17T00:25:47Z,2024-03-05T16:53:02Z,,6442,,4,1,False,"['audio-processing', 'decision-tree', 'deep-learning', 'machine-learning', 'spectrogram-transformer']",False,main,Jupyter Notebook,True,True,False,False,True,https://api.github.com/repos/asifhaider/Biomed-Datathon-2024
688444558,https://github.com/ofipus/fedlearning,fedlearning,,ofipus,User,https://avatars.githubusercontent.com/u/55076062?v=4,2023-09-07T11:12:38Z,2023-09-07T11:29:21Z,,1283,,0,0,False,[],False,master,Python,True,True,False,False,True,https://api.github.com/repos/ofipus/fedlearning
